type,headline,url,date
Press Release,Texas Mother and Son Sentenced for Sex Trafficking of a Minor,"https://www.justice.gov<a href=""/opa/pr/texas-mother-and-son-sentenced-sex-trafficking-minor"" rel=""bookmark"">
<span class=""field-formatter--string"">Texas Mother and Son Sentenced for Sex Trafficking of a Minor</span>
</a>",2023-12-08
Press Release,Ohio Woman Pleads Guilty to Freedom of Access to Clinic Entrances (FACE) Act Violation for Damaging Pregnancy Center,"https://www.justice.gov<a href=""/opa/pr/ohio-woman-pleads-guilty-freedom-access-clinic-entrances-face-act-violation-damaging"" rel=""bookmark"">
<span class=""field-formatter--string"">Ohio Woman Pleads Guilty to Freedom of Access to Clinic Entrances (FACE) Act Violation for Damaging Pregnancy Center</span>
</a>",2023-12-08
Press Release,Justice Department Secures Agreement with Florida Restaurant to Resolve Claims of Employment Discrimination,"https://www.justice.gov<a href=""/opa/pr/justice-department-secures-agreement-florida-restaurant-resolve-claims-employment"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Secures Agreement with Florida Restaurant to Resolve Claims of Employment Discrimination</span>
</a>",2023-12-07
Press Release,Georgia Motel Manager Sentenced for Trafficking and Forced Labor of Victim,"https://www.justice.gov<a href=""/opa/pr/georgia-motel-manager-sentenced-trafficking-and-forced-labor-victim"" rel=""bookmark"">
<span class=""field-formatter--string"">Georgia Motel Manager Sentenced for Trafficking and Forced Labor of Victim</span>
</a>",2023-12-07
Press Release,Ohio Man Sentenced to 20 Years in Prison for Federal Hate Crimes Against Haitian Nationals,"https://www.justice.gov<a href=""/opa/pr/ohio-man-sentenced-20-years-prison-federal-hate-crimes-against-haitian-nationals"" rel=""bookmark"">
<span class=""field-formatter--string"">Ohio Man Sentenced to 20 Years in Prison for Federal Hate Crimes Against Haitian Nationals</span>
</a>",2023-12-06
Press Release,Four Russia-Affiliated Military Personnel Charged with War Crimes in Connection with Russia’s Invasion of Ukraine,"https://www.justice.gov<a href=""/opa/pr/four-russia-affiliated-military-personnel-charged-war-crimes-connection-russias-invasion"" rel=""bookmark"">
<span class=""field-formatter--string"">Four Russia-Affiliated Military Personnel Charged with War Crimes in Connection with Russia’s Invasion of Ukraine</span>
</a>",2023-12-06
Press Release,Former Kentucky Federal Corrections Supervisor Sentenced to 66 Months for Leading Cover-Ups of Inmate Assaults and Making False Reports,"https://www.justice.gov<a href=""/opa/pr/former-kentucky-federal-corrections-supervisor-sentenced-66-months-leading-cover-ups-inmate"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Kentucky Federal Corrections Supervisor Sentenced to 66 Months for Leading Cover-Ups of Inmate Assaults and Making False Reports</span>
</a>",2023-12-06
Speech,Assistant Attorney General Kristen Clarke Delivers Opening Statement Before the House Judiciary Subcommittee on the Constitution and Limited Government,"https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-kristen-clarke-delivers-opening-statement-house-judiciary"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General Kristen Clarke Delivers Opening Statement Before the House Judiciary Subcommittee on the Constitution and Limited Government </span>
</a>",2023-12-05
Press Release,Justice Department Files Statement of Interest in Religious Land Use Case Involving Orthodox Jewish Congregation,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-statement-interest-religious-land-use-case-involving-orthodox"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Statement of Interest in Religious Land Use Case Involving Orthodox Jewish Congregation</span>
</a>",2023-12-04
Press Release,Former Private Prisoner Transport Officer Pleads Guilty to Federal Civil Rights Offense and Admits to Sexually Assaulting Multiple Female Pretrial Detainees,"https://www.justice.gov<a href=""/opa/pr/former-private-prisoner-transport-officer-pleads-guilty-federal-civil-rights-offense-and"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Private Prisoner Transport Officer Pleads Guilty to Federal Civil Rights Offense and Admits to Sexually Assaulting Multiple Female Pretrial Detainees</span>
</a>",2023-12-04
Press Release,Jury Convicts Man of Sex Trafficking and Obstruction of a Sex Trafficking Prosecution,"https://www.justice.gov<a href=""/opa/pr/jury-convicts-man-sex-trafficking-and-obstruction-sex-trafficking-prosecution"" rel=""bookmark"">
<span class=""field-formatter--string"">Jury Convicts Man of Sex Trafficking and Obstruction of a Sex Trafficking Prosecution</span>
</a>",2023-12-04
Press Release,Justice Department Finds that Enforcement of Tennessee State Law Discriminates Against People with HIV,"https://www.justice.gov<a href=""/opa/pr/justice-department-finds-enforcement-tennessee-state-law-discriminates-against-people-hiv"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Finds that Enforcement of Tennessee State Law Discriminates Against People with HIV</span>
</a>",2023-12-01
Press Release,"On World AIDS Day, Justice Department Reaffirms Commitment to Protecting Civil Rights of People Living with HIV and AIDS","https://www.justice.gov<a href=""/opa/pr/world-aids-day-justice-department-reaffirms-commitment-protecting-civil-rights-people-living"" rel=""bookmark"">
<span class=""field-formatter--string"">On World AIDS Day, Justice Department Reaffirms Commitment to Protecting Civil Rights of People Living with HIV and AIDS </span>
</a>",2023-12-01
Press Release,Justice Department Secures Agreement from Pennsylvania Jail to Provide Medications for Opioid Use Disorder,"https://www.justice.gov<a href=""/opa/pr/justice-department-secures-agreement-pennsylvania-jail-provide-medications-opioid-use"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Secures Agreement from Pennsylvania Jail to Provide Medications for Opioid Use Disorder</span>
</a>",2023-11-30
Press Release,Louisiana Police Officer Sentenced for Civil Rights Violation in Dangerous Assault of a Non-Violent Man,"https://www.justice.gov<a href=""/opa/pr/louisiana-police-officer-sentenced-civil-rights-violation-dangerous-assault-non-violent-man"" rel=""bookmark"">
<span class=""field-formatter--string"">Louisiana Police Officer Sentenced for Civil Rights Violation in Dangerous Assault of a Non-Violent Man</span>
</a>",2023-11-30
Press Release,Six Former Correctional Officers Charged with Federal Offenses Following Death of Inmate at West Virginia Jail,"https://www.justice.gov<a href=""/opa/pr/six-former-correctional-officers-charged-federal-offenses-following-death-inmate-west"" rel=""bookmark"">
<span class=""field-formatter--string"">Six Former Correctional Officers Charged with Federal Offenses Following Death of Inmate at West Virginia Jail</span>
</a>",2023-11-30
Press Release,Texas Man Sentenced for Antisemitic Hate Crime After Seeking to Burn Down Synagogue,"https://www.justice.gov<a href=""/opa/pr/texas-man-sentenced-antisemitic-hate-crime-after-seeking-burn-down-synagogue"" rel=""bookmark"">
<span class=""field-formatter--string"">Texas Man Sentenced for Antisemitic Hate Crime After Seeking to Burn Down Synagogue</span>
</a>",2023-11-29
Speech,Acting Assistant Attorney General Nicole M. Argentieri Delivers Remarks at Memphis Violent Crime Initiative Announcement,"https://www.justice.gov<a href=""/opa/speech/acting-assistant-attorney-general-nicole-m-argentieri-delivers-remarks-memphis-violent"" rel=""bookmark"">
<span class=""field-formatter--string"">Acting Assistant Attorney General Nicole M. Argentieri Delivers Remarks at Memphis Violent Crime Initiative Announcement</span>
</a>",2023-11-28
Press Release,Former Federal Bureau of Prisons Lieutenant Sentenced for Civil Rights Violation Following Failure to Address Medical Needs of Deceased Inmate,"https://www.justice.gov<a href=""/opa/pr/former-federal-bureau-prisons-lieutenant-sentenced-civil-rights-violation-following-failure"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Federal Bureau of Prisons Lieutenant Sentenced for Civil Rights Violation Following Failure to Address Medical Needs of Deceased Inmate</span>
</a>",2023-11-28
Press Release,Former Virginia Police Officer Sentenced for Sexually Assaulting Minor,"https://www.justice.gov<a href=""/opa/pr/former-virginia-police-officer-sentenced-sexually-assaulting-minor"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Virginia Police Officer Sentenced for Sexually Assaulting Minor</span>
</a>",2023-11-28
Press Release,Wisconsin Man Pleads Guilty to Federal Sex Trafficking Charges,"https://www.justice.gov<a href=""/opa/pr/wisconsin-man-pleads-guilty-federal-sex-trafficking-charges"" rel=""bookmark"">
<span class=""field-formatter--string"">Wisconsin Man Pleads Guilty to Federal Sex Trafficking Charges</span>
</a>",2023-11-28
Press Release,Two South Carolina Men Charged with Hate Crimes for Bias-Motivated Armed Robberies Targeting Hispanic Victims,"https://www.justice.gov<a href=""/opa/pr/two-south-carolina-men-charged-hate-crimes-bias-motivated-armed-robberies-targeting-hispanic"" rel=""bookmark"">
<span class=""field-formatter--string"">Two South Carolina Men Charged with Hate Crimes for Bias-Motivated Armed Robberies Targeting Hispanic Victims</span>
</a>",2023-11-27
Press Release,Justice Department Files Statement of Interest in Religious Land Use Case Involving Oregon Church That Feeds People Who are Homeless or Hungry,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-statement-interest-religious-land-use-case-involving-oregon-church"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Statement of Interest in Religious Land Use Case Involving Oregon Church That Feeds People Who are Homeless or Hungry</span>
</a>",2023-11-21
Press Release,"Justice Department Secures Agreement with City of Blaine, Minnesota, to Resolve Discrimination Claim Involving Alcohol Use Disorder","https://www.justice.gov<a href=""/opa/pr/justice-department-secures-agreement-city-blaine-minnesota-resolve-discrimination-claim"" rel=""bookmark"">
<span class=""field-formatter--string""> Justice Department Secures Agreement with City of Blaine, Minnesota, to Resolve Discrimination Claim Involving Alcohol Use Disorder </span>
</a>",2023-11-20
Press Release,Utah Man Charged for Violent Threats Against Members of a Palestinian Rights Organization,"https://www.justice.gov<a href=""/opa/pr/utah-man-charged-violent-threats-against-members-palestinian-rights-organization"" rel=""bookmark"">
<span class=""field-formatter--string"">Utah Man Charged for Violent Threats Against Members of a Palestinian Rights Organization</span>
</a>",2023-11-20
Press Release,Justice Department Secures Agreement with Tennessee Trucking Companies to Resolve Allegations of Hiring Discrimination,"https://www.justice.gov<a href=""/opa/pr/justice-department-secures-agreement-tennessee-trucking-companies-resolve-allegations-hiring"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Secures Agreement with Tennessee Trucking Companies to Resolve Allegations of Hiring Discrimination </span>
</a>",2023-11-20
Press Release,Readout of the Justice Department’s Servicemembers and Veterans Initiative Program Honoring the Life and Legacy of Sgt. Isaac Woodard,"https://www.justice.gov<a href=""/opa/pr/readout-justice-departments-servicemembers-and-veterans-initiative-program-honoring-life-and"" rel=""bookmark"">
<span class=""field-formatter--string""> Readout of the Justice Department’s Servicemembers and Veterans Initiative Program Honoring the Life and Legacy of Sgt. Isaac Woodard</span>
</a>",2023-11-17
